,drug,OPAL Price,OPAL Amount,OPAL Unit,OPAL Standardized Cost,OPAL Standardized Unit
1092,PrednisoLONE Acetate 0.12% Ophth. Susp.,,,,,
1093,Pulmozyme,745.1659999999999,2.5,ml,298066.39999999997,l
1094,Advair Diskus,5.2044999999999995,,,,
1095,Beclomethasone Dipro. AQ (Nasal),,,,,
1096,CeftriaXONE Desensitization,,,,,
1097,Clobetasol Propionate 0.05% Ointment,,,,,
1098,Heparin Flush Hickman (100 units/ml),,,,,
1099,NEO*PO*Hydrocortisone Sod Succinate,,,,,
1100,Clofarabine  *IND*,,,,,
1101,CefTAZidime Desensitization,,,,,
1102,Syringe (Neonatal)  *D12.5W*,,,,,
1103,Triamcinolone Acetonide 0.025% Cream,0.019449339207048458,,,,
1104,Levalbuterol Tartrate,,,,,
1105,lysine 500mg tablets,,,,,
1106,Excedrin Extra Strength,,,,,
1107,NEOMYCIN_POLYMYXIN_BACITRACIN,,,,,
1108,coenzyme Q10,0.16466666666666668,30.0,mg,5.48888888888889,g
1109,Lacri-Lube Oint,,,,,
1110,Patient Specific Narc Drip,,,,,
1111,Arimidex,,,,,
1112,*NF* Budesonide,,,,,
1113,Colestipol,1.0521666666666667,1.0,g,1.0521666666666667,g
1114,glimepiride,11.433666666666666,2.0,mg,5716.833333333333,g
1115,GlipiZIDE,2.294,5.0,mg,458.8,g
1116,Heparin Lock Flush,,,,,
1117,Namenda,7.299183673469388,5.0,mg,1459.8367346938776,g
1118,Memantine,0.08549999999999999,5.0,mg,17.099999999999998,g
1119,Nystatin Ointment,,,,,
1120,OxycodONE (Immediate Release) ,,,,,
1121,pilocarpine HCl,0.3301,5.0,mg,66.02,g
1122,Zelnorm,,,,,
1123,Alteplase 1mg/Flush Volume ( Dialysis/Pheresis Catheters ),,,,,
1124,Bacitracin Ophthalmic oint,,,,,
1125,Bacitracin Ophthalmic Oint,,,,,
1126,Bupropion,0.1385,150.0,mg,0.9233333333333335,g
1127,Zyrtec,,,,,
1128,Clonidine Patch 0.1 mg/24 hr,,,,,
1129,Clonidine Patch 0.2 mg/24 hr,,,,,
1130,Desmopressin Nasal,,,,,
1131,Desipramine HCl,0.114,10.0,mg,11.4,g
1132,Estraderm,,,,,
1133,Ezetimibe,0.1579,10.0,mg,15.790000000000001,g
1134,Fleet Phospho-Soda,,,,,
1135,Hydromorphone (Rectal),,,,,
1136,Potassium Bicarbonate Eff,,,,,
1137,Potassium Iodide,0.534,65.0,mg/ml,0.008215384615384616,g/l
1138,Milk Of Magnesia,0.005083333333333333,,,,
1139,thera,0.292,,,,
1140,Multi,518.63,300.0,iu,1.7287666666666666,iu
1141,Multiv,0.035666666666666666,,,,
1142,mul,11.755,130.0,mg,90.42307692307692,g
1143,Nystatin-Triamcinolone Cream,,,,,
1144,Neoral,1.8303333333333331,25.0,mg,73.21333333333332,g
1145,Nicotine Lozenge,,,,,
1146,Nitroglycerin Patch,,,,,
1147,Nystat,0.06833333333333333,100000.0,unt/g,6.833333333333333e-07,unt/g
1148,Propranolol HCl,0.16010000000000002,10.0,mg,16.01,g
1149,Propranolol,0.16010000000000002,10.0,mg,16.01,g
1150,Silver Nitrate Applicator,,,,,
1151,Theophylline ,0.09050000000000001,400.0,mg,0.22625,g
1152,Testosterone 5mg Patch,,,,,
1153,Chlorpheniramine-Hydrocodone,,,,,
1154,Venlafaxine,2.9650000000000003,37.5,mg,79.06666666666668,g
1155,Ziprasidone,0.5745,20.0,mg,28.725,g
1156,ACD-A for CRRT,,,,,
1157,Amantadine,0.5682999999999999,100.0,mg,5.682999999999999,g
1158,Anusol-HC Suppository,,,,,
1159,Bupropion SR,,,,,
1160,LaMIVudine-Zidovudine (Combivir),,,,,
1161,Dakins,,,,,
1162,Propoxyphene Nap.-Apap (N-100),,,,,
1163,DiCLOXacillin,0.3833,250.0,mg,1.5332,g
1164,Didanosine,,,,,
1165,Dronedarone,,,,,
1166,Epinephrine HCl,5.527666666666667,1.0,mg/ml,5.527666666666667,g/l
1167,Esmolol in Saline (Iso-osm),,,,,
1168,Famvir,,,,,
1169,Gentamicin Sulf. Ophth. Soln,,,,,
1170,Glipizide XL,,,,,
1171,Irbesartan,0.10655555555555556,75.0,mg,1.4207407407407409,g
1172,Lamivudine,76.90799999999999,100.0,mg/l,769.0799999999998,g/l
1173,Nitrofurantoin Monohyd (MacroBID),,,,,
1174,Meclizine,0.0163,12.5,mg,1.3039999999999998,g
1175,Megestrol ,2.5772666666666666,625.0,mg,4.1236266666666666,g
1176,Modafinil,19.19,100.0,mg,191.9,g
1177,Provigil,39.294,100.0,mg,392.93999999999994,g
1178,Moexipril,,,,,
1179,sodium bicarb,0.00864,5.0,g,0.001728,g
1180,NS (Syringe),,,,,
1181,Quinine Sulfate,,,,,
1182,Polyvinyl Alcohol,0.3266666666666667,,,,
1183,Ritonavir,,,,,
1184,Tenofovir Disoproxil Fum.,,,,,
1185,Adderall XR,2.6169,5.0,mg,523.38,g
1186,Ampicillin,1.1560000000000001,250.0,mg,4.6240000000000006,g
1187,Pletal,,,,,
1188,Docusate ,1.7803333333333333,283.0,mg,6.290930506478209,g
1189,Ferrous Gluconate,0.0146,240.0,mg,0.060833333333333336,g
1190,Haloperidol Decanoate,8.533,50.0,mg/ml,0.17065999999999998,g/l
1191,Hemorrhoidal Suppository,,,,,
1192,Megestrol,2.5772666666666666,625.0,mg,4.1236266666666666,g
1193,Methylphenidate SR,,,,,
1194,Miconazole Nitrate Vag Cream 2%,,,,,
1195,Multivitamin IV (Without Vit. K),,,,,
1196,Tobramycin-Dexamethasone Ophth Oint,,,,,
1197,Trisodium Citrate 4% Replacement Soln,,,,,
1198,Polymyxin B Sulfate,,,,,
1199,Carbidopa-Levodopa CR (50-200),,,,,
1200,Aspirin 81 mg /placebo,,,,,
1201,Bupivacaine 0.1%,,,,,
1202,Fat Emulsion 10%,,,,,
1203,Prismasate (K 2),,,,,
1204,Emtricitabine-Tenofovir,,,,,
1205,Heparin (IABP),,,,,
1206,SEROquel XR,8.212,50.0,mg,164.23999999999998,g
1207,Razadyne,,,,,
1208,Trifluoperazine HCl,0.1499,1.0,mg,149.9,g
1209,Clozapine,5.9927,50.0,mg/ml,0.119854,g/l
1210,Voltaren-XR,,,,,
1211,Glipizide,2.294,5.0,mg,458.8,g
1212,Vimpat,59.903,200.0,mg,299.515,g
1213,Pancrelipase 4500,,,,,
1214,Phenylephrine  0.5% Nasal Spray,,,,,
1215,Amoxicillin,0.08039999999999999,500.0,mg,0.16079999999999997,g
1216,*NF* Arginine HCl,,,,,
1217,Digoxin Immune Fab,,,,,
1218,Meperidine (PF),,,,,
1219,Mesalamine DR,,,,,
1220,Methylprednisolone Sodium Succ,,,,,
1221,Penicillamine,9.9999,250.0,mg,39.9996,g
1222,valproate,13.266,100.0,mg/ml,0.13266,g/l
1223,Vancomycin Intrathecal,,,,,
1224,Albumin,0.10756,,,,
1225,5 Syringes (NS),,,,,
1226,Kaletra,4.16,,,,
1227,Paromomycin,,,,,
1228,valproi,0.1522,250.0,mg,0.6088,g
1229,Acetylcysteine,17.155,200.0,mg/ml,0.085775,g/l
1230,GlipiZIDE XL,,,,,
1231,Piperacillin,4.863,4.0,g,1.21575,g
1232,SulfaSALAzine,0.1659,500.0,mg,0.3318,g
1233,Tacrolimus ,0.423,,,,
1234,Divalproex (EXTended Release),,,,,
1235,MethylPREDNISolone Sod Succ ,,,,,
1236,Zoledronic Acid,0.2416,4.0,mg,60.4,g
1237,*NF* Basiliximab,,,,,
1238,Doxycycline Hyclate (Bulk),,,,,
1239,0.9% Sodium Chloride P.F. (Syringe),,,,,
1240,Gabapentin (Liquid),,,,,
1241,Alum Potassium,,,,,
1242,Bupivacaine 0.25%,,,,,
1243,Intralipid/Liposyn III (Plastic),,,,,
1244,Aminocaproic Acid,1.6395338983050847,250.0,mg/ml,0.006558135593220339,g/l
1245,Milrinone Lactate,4.186,1.0,mg/ml,4.186,g/l
1246,*NF* Nicardipine HCl IV,,,,,
1247,PENTObarbital Sodium,,,,,
1248,Epoprostenol,19.97,0.5,mg,39940.0,g
1249,Butalbital-Acet-Caffeine,,,,,
1250,Aspirin-Caffeine-Butalbital,,,,,
1251,Viokase 8,,,,,
1252,Viokase,,,,,
1253,Methocarbamol,0.063,500.0,mg,0.126,g
1254,quiniDINE Sulfate,,,,,
1255,Azopt,32.534,,,,
1256,Sodium Thiosulfate,,,,,
1257,5% Dextrose (Non DEPH),,,,,
1258,D20W,40.16,,,,
1259,Acetaminophen (Childrens),,,,,
1260,Hydrocortisone Na Succinate,,,,,
1261,NEO*IVChlorothiazide,,,,,
1262,Sorbitol,0.094,25.0,g,0.00376,g
1263,NEO*PR*Acetaminophen,,,,,
1264,Anusol Ointment 1%,,,,,
1265,Calcitonin Salmon,,,,,
1266,Ifosfamide,20.99,1.0,g,20.99,g
1267,METOPROLOL,0.1379,25.0,mg,5.515999999999999,g
1268,MetronidAZOLE Topical 1 % Gel,,,,,
1269,NEO*PO*Potassium Chloride,,,,,
1270,NEO*PO*Ursodiol,,,,,
1271,NEO*IV*Furosemide,,,,,
1272,Orange Oil,,,,,
1273,Selenium Sulfide,0.03325,,,,
1274,Acetic Acid 0.25% Irrig. Soln,,,,,
1275,Aldesleukin,,,,,
1276,Busulfan,122.4875,6.0,mg/ml,20.414583333333333,g/l
1277,DOXOrubicin,24.0,2.0,mg/ml,12.0,g/l
1278,Kaolin-Pectin/Benadryl/Lido Visc.,,,,,
1279,Kaopectate/Benadryl/Lido Visc.,,,,,
1280,Melphalan,32.45,50.0,mg,649.0,g
1281,Pancuronium Bromide (NICU),,,,,
1282,Papaverine HCl,,,,,
1283,Povidone Iodine 10% Ointment,,,,,
1284,Bortezomib,488.79,3.5,mg,139654.2857142857,g
1285,Neomycin-Polymyxin-HC Otic Susp,,,,,
1286,cortisporin,22.816,,,,
1287,Hydrocortisone Cream 2.5%,,,,,
1288,Infliximab,472.61,100.0,mg,4726.099999999999,g
1289,Insulin Pump (Self Administering Medication),,,,,
1290,Acular,54.25599999999999,,,,
1291,"Lidocaine 2%/Epi 1:100,000",,,,,
1292,Roxanol,,,,,
1293,Penicillin G K Desensitization,,,,,
1294,Sodium Fluoride 1.1% (Dental Gel),,,,,
1295,Proparacaine HCl 0.5% Opth.,,,,,
1296,DOCEtaxel (TaxoTERE),,,,,
1297,Alternagel-Benadryl-Lidocaine Visc.,,,,,
1298,Ampicillin Desensitization,,,,,
1299,Lidocaine 0.5%,,,,,
1300,NEO*IV*Chlorothiazide,,,,,
1301,Aztreonam  Desensitization ,,,,,
1302,NEO*PO*Fluconazole,,,,,
1303,rasagiline,2.314,0.5,mg,4628.0,g
1304,anastrozole,53.592,1.0,mg,53592.0,g
1305,Triamterene-Hydrochlorothiazide,,,,,
1306,Amaryl,,,,,
1307,Kytril,,,,,
1308,Pilocarpine HCl,0.3301,5.0,mg,66.02,g
1309,Chlorthalidone,4.0662,50.0,mg,81.324,g
1310,Clonidine TTS 2 Patch,,,,,
1311,Clonidine TTS 3 Patch,,,,,
1312,Aromasin,38.18,25.0,mg,1527.1999999999998,g
1313,Sodium Chloride (23.4%) Kit,,,,,
1314,Imipramine,7.533666666666666,25.0,mg,301.34666666666664,g
1315,Liothyronine Sodium,,,,,
1316,Medroxyprogesterone Acetate,39.254400000000004,150.0,mg/ml,0.26169600000000004,g/l
1317,Miconazole Nitrate Vaginal,,,,,
1318,ther,0.026879999999999998,,,,
1319,Niacin,0.016980000000000002,500.0,g,3.396000000000001e-05,g
1320,Phentolamine Mesylate,330.67,5.0,mg,66134.0,g
1321,Pramosone,1.8643859649122807,,,,
1322,Pseudoephedrine,0.20800000000000002,120.0,mg,1.7333333333333336,g
1323,Pseudoephedrine HCl,0.20800000000000002,120.0,mg,1.7333333333333336,g
1324,Pyridoxine,0.011200000000000002,25.0,mg,0.44800000000000006,g
1325,Rilutek,48.1825,50.0,mg,963.6499999999999,g
1326,Sumatriptan Succinate,76.235,4.0,mg,19058.75,g
1327,zafirlukast,0.978,10.0,mg,97.8,g
1328,Aspirin (Buffered),,,,,
1329,Bupropion (Sustained Release),,,,,
1330,Lamivudine-Zidovudine (Combivir),,,,,
1331,D5W (GLASS BOTTLE),,,,,
1332,Disulfiram,1.6269,250.0,mg,6.5076,g
1333,*NF* Imatinib Mesylate,,,,,
1334,Avapro,7.3102222222222215,75.0,mg,97.46962962962962,g
1335,Ketoconazole Shampoo,,,,,
1336,Lactic Acid 12% Lotion,,,,,
1337,Mexiletine,0.5525,150.0,mg,3.6833333333333336,g
1338,Sodium Chloride 0.9%,7.770999999999999,,,,
1339,Nevirapine,,,,,
1340,PrimiDONE,0.2895,250.0,mg,1.158,g
1341,Refresh P.M.,2.8166666666666664,,,,
1342,Simvastatin or placebo,,,,,
1343,Theophylline SR,,,,,
1344,*NF* Urea,,,,,
1345,Akwa Tears,,,,,
1346,Bactrim Desensitization,,,,,
1347,bimatoprost,42.632,,,,
1348,Buprenorphine-Naloxone (8mg-2mg),,,,,
1349,Carbamazepine Chewable Tabs,,,,,
1350,Lantus,20.704,100.0,unt/ml,0.00020704,unt/l
1351,Glyburide/Metformin (5mg-500mg),,,,,
1352,carbamide peroxide,0.08466666666666667,,,,
1353,Posaconazole,6.203714285714286,200.0,mg,31.018571428571427,g
1354,Tetracaine HCl,4.234,,,,
1355,1/4 NS,,,,,
1356,Lithium Citrate (Syrup),,,,,
1357,Ketamine Study Drug (*IND*),,,,,
1358,Cyclosporine,2.9593333333333334,0.4,ml,7398.333333333333,l
1359,Parcopa,,,,,
1360,PrismaSol  (B32 K0),,,,,
1361,Estradiol,0.054400000000000004,0.5,mg,108.80000000000001,g
1362,Nexium,7.826666666666667,20.0,mg,391.33333333333337,g
1363,Felodipine,0.3643,2.5,mg,145.72,g
1364,Minoxidil,0.1305,10.0,mg,13.05,g
1365,Pioglitazone HCl,11.433666666666666,2.0,mg,5716.833333333333,g
1366,VinCRIStine,,,,,
1367,Demeclocycline,5.54,150.0,mg,36.93333333333334,g
1368,Glucose Tab,,,,,
1369,Maraviroc,14.151666666666667,150.0,mg,94.34444444444445,g
1370,Probenecid,0.621,500.0,mg,1.242,g
1371,SulfaSALAzine_,,,,,
1372,Tropicamide 1 %,,,,,
1373,Albumin ,,,,,
1374,Albumin 5% (,,,,,
1375,Iron Dextran Complex,,,,,
1376,Levalbuterol (Xopenex),,,,,
1377,Zidovudine,3.203333333333333,150.0,mg,21.355555555555554,g
1378,ValACYclovir,0.8,500.0,mg,1.6,g
1379,Quetiapine extended-release,,,,,
1380,~ <IND> Defibrotide,,,,,
1381,Aminocap,1.6395338983050847,250.0,mg/ml,0.006558135593220339,g/l
1382,Syringe (Intrathecal),,,,,
1383,Citric Acid/Sodium Citrate,,,,,
1384,Chloral Hydrate,,,,,
1385,Lidocaine 1%/Epinephrine 1:100000,,,,,
1386,Morphine Sulfate (Syringe),,,,,
1387,NS        (Glass Bottle),,,,,
1388,D17.5W,,,,,
1389,Insulin Pump,,,,,
1390,Dibucaine,,,,,
1391,Santyl,8.372,250.0,unt/g,0.033488,unt/g
1392,NEO*IV*Hydrocortisone Sod Succinate,,,,,
1393,Miconazole Nitrate (Dual-pak),,,,,
1394,Phenobarbital Elixir,,,,,
1395,Decitabine,48.62,50.0,mg,972.3999999999999,g
1396,Hepar,1.0024,,,,
1397,Interferon Alfa-2B,,,,,
1398,Methylene Blue,128.44,,,,
1399,Mitoxantrone,10.894,2.0,mg/ml,5.447,g/l
1400,Aluminum Hydroxide,0.008261904761904762,32.0,mg,0.2581845238095238,g
1401,Augmentin Suspension,,,,,
1402,Cephalexin ,0.1036,250.0,mg,0.4144,g
1403,Chloral Hydrate (Syrup),,,,,
1404,NEO*IV*Piperacillin-Tazobactam,,,,,
1405,NEO*IV*PHENObarbital,,,,,
1406,Pentamidine ,166.04,300.0,mg,553.4666666666667,g
1407,Salmeterol,17.56,45.0,mcg,390222.22222222225,g
1408,Hurricaine Spray,0.37466666666666665,,,,
1409,Lidocaine 1% (Buffered),,,,,
1410,Maalox/Benadryl/Lidocaine,,,,,
1411,NPH insulin human recomb,,,,,
1412,SYMLIN,480.505,,,,
1413,Miconazole ,5.06,,,,
1414,Tarceva,,,,,
1415,Transplant Self Medication Program,,,,,
1416,Entocort EC,,,,,
1417,Nicotine Polacrilex,0.1050909090909091,4.0,mg,26.272727272727273,g
1418,Prazosin,0.0794,1.0,mg,79.39999999999999,g
1419,Tacro,0.423,,,,
1420,Vitamin B Complex,0.014199999999999999,,,,
1421,nifedipine,1.5658,20.0,mg,78.29,g
1422,Albuterol Sulfate,,,,,
1423,Amlodipine Besylate,0.02085,2.5,mg,8.34,g
1424,Pramoxine-Mineral Oil-Zinc,,,,,
1425,Povidone Iodine 1/4 Strength,,,,,
1426,250 mL Bottle,,,,,
1427,23.4% Sodium Chloride,,,,,
1428,Nystatin Oral Susp.,,,,,
1429,Ticlopidine HCl,,,,,
1430,Tolvaptan,348.755,15.0,mg,23250.333333333332,g
1431,triaz,0.6047,0.125,mg,4837.6,g
1432,Trifluridine 1% Ophth Soln.,,,,,
1433,Alemtuzumab,,,,,
1434,Beclomethasone Dipropionate,,,,,
1435,Bupropion HCl,0.1385,150.0,mg,0.9233333333333335,g
1436,Soma,803.73,8.8,mg,91332.95454545454,g
1437,Celebrex,4.7222,100.0,mg,47.221999999999994,g
1438,Clorazepate Dipotassium,2.1205000000000003,15.0,mg,141.3666666666667,g
1439,Cortrosyn,20.101,0.25,mg,80404.0,g
1440,Danazol,2.2697,50.0,mg,45.39399999999999,g
1441,Docusate,1.7803333333333333,283.0,mg,6.290930506478209,g
1442,<IND> Drotrecogin Alfa Study Drug,,,,,
1443,Etanercept,,,,,
1444,Entacapone,0.6347,200.0,mg,3.1735,g
1445,Gleevec,92.13244444444445,100.0,mg,921.3244444444445,g
1446,Kayexalate,,,,,
1447,Metoclopramide HCl,0.030211416490486257,5.0,mg,6.042283298097251,g
1448,Methyldopa,,,,,
1449,Misoprostol,0.20133333333333334,100.0,mcg,2013.3333333333335,g
1450,Rimantadine,,,,,
1451,Simvastin or Placebo,,,,,
1452,Simvastatin 40 mg or Placebo,,,,,
1453,ALBUM,0.10756,,,,
1454,Docusate Sodiu,1.7803333333333333,283.0,mg,6.290930506478209,g
1455,GELCLAIR,,,,,
1456,*NF* Gelclair,,,,,
1457,LanTUS,20.704,100.0,unt/ml,0.00020704,unt/l
1458,Hyoscyamine SO4 (Time Release),,,,,
1459,hyo,,,,,
1460,Imatinib ,305.1766666666667,400.0,mg,762.9416666666666,g
1461,Megace Oral,,,,,
1462,MENINGOcoccal Conj Vaccine (Menactra),,,,,
1463,Neomycin/Polymyxin B Sulfate,,,,,
1464,Bismuth Subsalicylate Chewable,,,,,
1465,Charcoal Aqueous (Activated),,,,,
1466,Anzemet,22.128999999999998,50.0,mg,442.5799999999999,g
1467,Nicot,0.1050909090909091,4.0,mg,26.272727272727273,g
1468,Clofarabine or Placebo (*IND*),,,,,
1469,Soriatane CK,,,,,
1470,Tacroli,0.423,,,,
1471,Trandolapril,,,,,
1472,Diclofenac Sodium DR,,,,,
1473,Cymbalta,7.832166666666667,20.0,mg,391.60833333333335,g
1474,Indomethacin,0.34990000000000004,25.0,mg,13.996,g
1475,Benicar,4.6033333333333335,5.0,mg,920.6666666666666,g
1476,SODIUM BICARB,0.00864,5.0,g,0.001728,g
1477,Dipentum,10.197000000000001,250.0,mg,40.788000000000004,g
1478,Prograf,2.2766,0.5,mg,4553.2,g
1479,Profilnine SD,0.93,,,,
1480,MetFORMIN XR (Glucophage XR),,,,,
1481,Tacrolimus (Prograf Brand) Suspension,,,,,
1482,*NF* Mycophenolate Sodium,,,,,
1483,Tretinoin (ATRA-All Transretinoic Acid),,,,,
1484,Levocarnitine,0.1605084745762712,1.0,g,0.1605084745762712,g
1485,Cisplatin,0.1386,1.0,mg/ml,0.1386,g/l
1486,Heparin Flush ,,,,,
1487,morphine,0.4413,15.0,mg,29.42,g
1488,Charcoal-Sorbitol,,,,,
1489,Iron Dextran (Test Dose),,,,,
1490,Imatinib Oral Suspension,,,,,
1491,Pegasys,762.47,180.0,mcg,4235944.444444445,g
1492,Sulfacetamide 10% Ophth Soln.,,,,,
1493,Sterile Diluent for Flolan,,,,,
1494,Acetic Acid 0.125% Irrig. Soln,,,,,
1495,Alprostadil,,,,,
1496,Sterile Water For Irrigation,3.2399999999999998,,,,
1497,Dornase Alfa,,,,,
1498,Abreva,8.1,,,,
1499,Defibrotide <IND>,,,,,
1500,Emtricitabine Oral Solution,,,,,
1501,Prednisolone,0.24041666666666667,5.0,mg,48.083333333333336,g
1502,acet,0.2787,125.0,mg,2.2296,g
1503,AMOXicillin Oral Susp.,,,,,
1504,Bengay,,,,,
1505,Dobutamine HCl,,,,,
1506,Erythro,11.745333333333333,400.0,mg,29.36333333333333,g
1507,Ethanol 70% Catheter DWELL (Tunneled Access Line),,,,,
1508,Fosphenytoin Sodium,,,,,
1509,Neo*PO*Gentian Violet 0.25 %,,,,,
1510,Hydrocortisone Oint 0.5%,,,,,
1511,Pentamidine Isethionate,166.04,300.0,mg,553.4666666666667,g
1512,Phenylephrine 2.5 %,,,,,
1513,Quinupristin/Dalfopristin,,,,,
1514,Ondansetron HCl,3.9483333333333333,4.0,mg,987.0833333333333,g
1515,Vaseline Lip Therapy,,,,,
1516,Cefazolin Ophthalmic Solution,,,,,
1517,racemic epinephrine,,,,,
1518,Ramipril,0.8048000000000001,1.25,mg,643.84,g
1519,Bicalutamide,108.21466666666667,50.0,mg,2164.2933333333335,g
1520,HumuLIN 70/30,1.504,,,,
1521,Claritin,,,,,
1522,Neomycin-Polymyxin-Dexameth Ophth. Oint,,,,,
1523,Mercaptopurine,0.2916666666666667,50.0,mg,5.833333333333333,g
1524,Mesalamine Enema,,,,,
1525,multivitamin,0.035666666666666666,,,,
1526,N-Acetylcysteine Study Drug,,,,,
1527,Nicardipine HCl,11.211,2.5,mg/ml,4.4844,g/l
1528,Permethrin,0.21783333333333335,,,,
1529,Phenylephrine HCl 1%,,,,,
1530,Triamcinolone Acetonide,0.03209251101321586,,,,
1531,Triethanolamine Solution,,,,,
1532,Pulmicort,246.77,180.0,mcg,1370944.4444444447,g
1533,Depakote,3.2702,250.0,mg,13.0808,g
1534,*NF* Enfuvirtide,,,,,
1535,Ephedrine Sulfate,8.8444,50.0,mg/ml,0.17688800000000002,g/l
1536,Gentamicin Sulfate Ophth.,,,,,
1537,Polysaccharide Iron Complex,,,,,
1538,Pilocarpine 4%,,,,,
1539,Quetiapine Oral Suspension,,,,,
1540,Testosterone 2.5mg Patch,,,,,
1541,Urea,0.3996,500.0,mg,0.7992,g
1542,Albumin 5% (2.5gm),,,,,
1543,Amoxicillin-Clavulanate Susp.,,,,,
1544,Astelin,,,,,
1545,Lithium Carbonate SR (Lithobid),,,,,
1546,Olanzapine (Disintergrating Tablet),,,,,
1547,Ranolazine,0.28350000000000003,500.0,mg,0.5670000000000001,g
1548,Sargramostim,,,,,
1549,Fluocinolone Acetonide 0.01% Solution,,,,,
1550,Tobramycin-Dexamethasone Ophth Susp,,,,,
1551,Orthopedic Solution,,,,,
1552,Hydroxyurea Suspension,,,,,
1553,Xopenex HFA,1.4173333333333333,,,,
1554,Lithium Carbonate CR (Eskalith),,,,,
1555,Morphine Infusion ? Comfort Care Guidelines,,,,,
1556,Normocarb Dialysis Soln,,,,,
1557,Cyproheptadine HCl,0.0443,4.0,mg,11.075,g
1558,Galantamine,,,,,
1559,ALPRAZolam,10.545,1.0,mg,10545.0,g
1560,Cinacalcet HCl,1.2,30.0,mg,40.0,g
1561,Dipyridamole,0.159,25.0,mg,6.359999999999999,g
1562,Doxacurium Chloride,,,,,
1563,Loxapine Succinate,0.4901,5.0,mg,98.02,g
1564,Oxandrolone,1.0278,2.5,mg,411.12,g
1565,Neomycin Sulfate,,,,,
1566,sevelamer ,0.1667037037037037,800.0,mg,0.2083796296296296,g
1567,guaiFENesin,0.34500000000000003,30.0,mg/g,11.500000000000002,g/g
1568,Pyrimethamine,73.1055,25.0,mg,2924.2200000000003,g
1569,potass,61.5,,,,
1570,Tretinoin,1.29,,,,
1571,valpro,0.1522,250.0,mg,0.6088,g
1572,Volumen (Barium Sulfate 0.1% Suspension),,,,,
1573,Pangestyme-EC,,,,,
1574,Piperacillin Sodium,,,,,
1575,Amikacin Inhalation,,,,,
1576,Rasburicase,,,,,
1577,Aminocaproic,1.6395338983050847,250.0,mg/ml,0.006558135593220339,g/l
1578,Vancomycin ,0.4177666666666667,50.0,mg/ml,0.008355333333333333,g/l
1579,Tetanus-Diphtheria Toxoids-Td,,,,,
1580,Morphine ,0.4413,15.0,mg,29.42,g
1581,Sulfameth,0.0691754756871036,200.0,mg,0.34587737843551797,g
1582,Neo*PO*Azithromycin,,,,,
1583,Fomepizole,278.86,1.0,g,278.86,g
1584,0.9% Sodium Chloride (EXCEL BAG),,,,,
1585,Meperi,0.14346,50.0,mg,2.8691999999999998,g
1586,NEO*IV*Ceftriaxone,,,,,
1587,NEO*IV*Epoetin Alfa,,,,,
1588,Apraclonidine 0.5%,,,,,
1589,Alcohol Dehydrated,,,,,
1590,Insulin Human Regular (Dilute),,,,,
1591,NEO*PO*Cephalexin Suspension,,,,,
1592,Octagam,2.7895,1.0,g,2.7895,g
1593,Pilocarpine 1%,,,,,
1594,Acetaminophen ,4.264583333333333,10.0,mg/ml,0.42645833333333333,g/l
1595,*NF* Allopurinol Sodium,,,,,
1596,Methyl Salicylate-Menthol Ointment,,,,,
1597,ERY,11.745333333333333,400.0,mg,29.36333333333333,g
1598,Prednisolone Oral Solution,,,,,
1599,Cytomegalovirus Immune Glob,,,,,
1600,NEO*IV*Digoxin,,,,,
1601,Triamcinolone Acetonide 0.025% Ointment,,,,,
1602,Mupirocin Ointment 2%,,,,,
1603,OxycoDONE Concentrate,0.7536666666666666,20.0,mg/ml,0.03768333333333333,g/l
1604,GlycoLax,,,,,
1605,Gengraf,0.441,25.0,mg,17.64,g
1606,norethindrone acetate,1.7702,5.0,mg,354.03999999999996,g
1607,Tetanus-DiphTox-Acellular Pertuss (Adacel),,,,,
1608,Rocaltrol,0.41369999999999996,0.25,mcg,1654800.0,g
1609,Cetirizine,0.03766666666666666,10.0,mg,3.766666666666666,g
1610,Cilostazol,0.3393333333333333,100.0,mg,3.393333333333333,g
1611,Isoproterenol,39.758,0.2,mg/ml,198.79,g/l
1612,Multivi,0.035666666666666666,,,,
1613,Pioglitazone,2.068,12.5,mg,165.44,g
1614,Belladonna-Opium,,,,,
1615,zinc oxide,0.10678571428571429,,,,
1616,Voltaren,0.1638,,,,
1617,EMLA,,,,,
1618,Comtan,5.9987,200.0,mg,29.9935,g
1619,Gentamicin 0.1% Cream,,,,,
1620,Hepatitis A Vaccine,,,,,
1621,Hydrocortisone Study Drug (*IND*),,,,,
1622,Femara,23.026333333333334,,,,
1623,sodium bica,0.00864,5.0,g,0.001728,g
1624,Nicotine,0.1050909090909091,4.0,mg,26.272727272727273,g
1625,Penicillin V Potassium,,,,,
1626,Salsalate,,,,,
1627,simvastatin or placebo ,,,,,
1628,Simvastatin or Placebo,,,,,
1629,Tropicamide 0.5%,0.146,,,,
1630,Acetaminophen (Rectal),,,,,
1631,lans,0.24714285714285714,15.0,mg,16.476190476190478,g
1632,*NF* Rocuronium,,,,,
1633,Rofecoxib,,,,,
1634,Tobramycin,23.4925,300.0,mg,78.30833333333334,g
1635,CADD Cassette,,,,,
1636,Divalproex Sodium ER,,,,,
1637,Tirofiban,,,,,
1638,Dextran 40 10%,,,,,
1639,HumaLOG Mix 75-25,,,,,
1640,Norepinephrine Bitartrate,23.057,32.0,mcg/ml,720.5312499999999,g/l
