,drug,OPAL Price,OPAL Amount,OPAL Unit,OPAL Standardized Cost,OPAL Standardized Unit
1072,Levoxyl,0.1106,25.0,mcg,4424.000000000001,g
1073,Lithium Carbonate SR (Lithobid),,,,,
1074,Olanzapine (Disintergrating Tablet),,,,,
1075,Pancrelipase 5000,,,,,
1076,Propranolol LA,,,,,
1077,Tobramycin-Dexamethasone Ophth Oint,,,,,
1078,Dextrose 20% in Water (D20W),,,,,
1079,Hydroxyurea Suspension,,,,,
1080,Leuprolide Acetate,318.0,22.5,mg,14133.333333333334,g
1081,Carbidopa-Levodopa CR (25-100),,,,,
1082,cycloSPORINE,2.9593333333333334,0.4,ml,7398.333333333333,l
1083,Paxil CR,2.001,12.5,mg,160.07999999999998,g
1084,Strattera,13.246333333333332,10.0,mg,1324.6333333333332,g
1085,Neut,0.28559999999999997,,,,
1086,Atacand,6.016333333333334,4.0,mg,1504.0833333333335,g
1087,Cinacalcet HCl,1.2,30.0,mg,40.0,g
1088,Esomeprazole Magnesium,3.0526666666666666,20.0,mg,152.63333333333333,g
1089,Fluvastatin Sodium,,,,,
1090,Isosorbide Monon,0.0575,30.0,mg,1.9166666666666667,g
1091,Imipramine HCl,0.0493,10.0,mg,4.93,g
1092,Arava,50.06633333333333,10.0,mg,5006.633333333333,g
1093,FLUoxetine,0.0464,20.0,mg,2.32,g
1094,Dextros,6.535,1000.0,mg,6.535,g
1095,sevelamer ,0.1667037037037037,800.0,mg,0.2083796296296296,g
1096,Rifaximin,,,,,
1097,Zidovudine,3.203333333333333,150.0,mg,21.355555555555554,g
1098,Albumin 5% ,,,,,
1099,Bismuth Subsalicylate Chewable,,,,,
1100,Ranolazine,0.28350000000000003,500.0,mg,0.5670000000000001,g
1101,Methyldopa,,,,,
1102,Lescol XL,8.124666666666666,80.0,mg,101.55833333333332,g
1103,Imipramine,7.533666666666666,25.0,mg,301.34666666666664,g
1104,Acetylcysteine (IV),,,,,
1105,Lacosamide,0.39255,10.0,mg/ml,0.039255,g/l
1106,KCl,30.15,,,,
1107,HEPARIN,1.0024,,,,
1108,Sodium Citrate/Citric Acid,,,,,
1109,Iron Dextran (Test Dose),,,,,
1110,Lamivudine,76.90799999999999,100.0,mg/l,769.0799999999998,g/l
1111,Glyburide/Metformin (5mg-500mg),,,,,
1112,Ambisome,3.037,50.0,mg,60.739999999999995,g
1113,Erythromycin Lactobionate,,,,,
1114,D5W (GLASS BOTTLE),,,,,
1115,AcetaZOLAMIDE,0.2787,125.0,mg,2.2296,g
1116,COLESEVELAM,6.498333333333333,3.75,g,1.732888888888889,g
1117,VALPROIC ACID,0.1522,250.0,mg,0.6088,g
1118,Acyclovir Ointment 5%,,,,,
1119,Insulin Human NPH,,,,,
1120,Epinephrine Inhalation,,,,,
1121,Fomepizole,278.86,1.0,g,278.86,g
1122,Bacitracin/Polymyxin B Sulfate Opht. Oint,,,,,
1123,Terbinafine 1% Cream,,,,,
1124,*NF* Beclomethasone Dipropionate Inhalation,,,,,
1125,Capsaicin 0.025%,0.039,,,,
1126,Decitabine,48.62,50.0,mg,972.3999999999999,g
1127,Pilocarpine 4%,,,,,
1128,Salmeterol,17.56,45.0,mcg,390222.22222222225,g
1129,Azacitidine,76.65,100.0,mg,766.5,g
1130,Bortezomib,488.79,3.5,mg,139654.2857142857,g
1131,CARBOplatin,1.64,10.0,mg/ml,0.16399999999999998,g/l
1132,Etoposide,43.572,50.0,mg,871.44,g
1133,Hydrocortisone Cream 0.5%,,,,,
1134,Hydrocortisone Val. Cream 0.2%,,,,,
1135,Lidocaine 2%/Epinephrine P.F.,,,,,
1136,Avodart,5.173222222222222,0.5,mg,10346.444444444443,g
1137,Acetic Acid Glacial 0.04%,,,,,
1138,LoCholest Light,,,,,
1139,*NF* Bicalutamide,,,,,
1140,CeftAZIDime,,,,,
1141,Clonidine TTS 2 Patch,,,,,
1142,Clonidine TTS 3 Patch,,,,,
1143,Miralax,,,,,
1144,Isosorbide ,0.6428888888888888,37.5,mg,17.143703703703704,g
1145,Claritin,,,,,
1146,Mesalamine Enema,,,,,
1147,Nateglinide,0.8972,60.0,mg,14.953333333333333,g
1148,Nicotine Lozenge,,,,,
1149,Nitrofurantoin,6.209130434782608,25.0,mg,248.36521739130433,g
1150,Pramoxine-Menthol-Petrolatum,,,,,
1151,Exelon,17.023,4.6,mg,3700.6521739130435,g
1152,Sildenafil Citrate,0.9820535714285714,10.0,mg/ml,0.09820535714285714,g/l
1153,Aprepitant,322.93,125.0,mg,2583.44,g
1154,Celebrex,4.7222,100.0,mg,47.221999999999994,g
1155,Cimetidine,0.5736,400.0,mg,1.434,g
1156,Ciprofloxacin Hcl,6.284285714285715,,,,
1157,Dronedarone,,,,,
1158,Gaviscon,,,,,
1159,Isoniazid,0.08289999999999999,100.0,mg,0.8289999999999998,g
1160,Femara,23.026333333333334,,,,
1161,L-Hyoscyamine,,,,,
1162,quiniDINE Sulfate,,,,,
1163,Rocuronium,2.6,10.0,mg/ml,0.26,g/l
1164,Salsalate,,,,,
1165,Tobramycin 0.3% Ophth Soln,,,,,
1166,PleTAL,,,,,
1167,cilostazol,0.3393333333333333,100.0,mg,3.393333333333333,g
1168,Lidocaine 2%/Epinephrine,,,,,
1169,Dextran 40 10%,,,,,
1170,NS (Excel),,,,,
1171,Bethanechol,0.1452,25.0,mg,5.808,g
1172,Lescol,8.124666666666666,80.0,mg,101.55833333333332,g
1173,Leflunomide,0.56,10.0,mg,56.00000000000001,g
1174,Pancrease,,,,,
1175,Vioxx,,,,,
1176,Neomycin Sulfate,,,,,
1177,Hepatitis B Vaccine,,,,,
1178,Lidocaine 0.5%/Epinephrine,,,,,
1179,*NF* Temozolomide,,,,,
1180,Ethacrynic Acid,0.9595,25.0,mg,38.379999999999995,g
1181,valpro,0.1522,250.0,mg,0.6088,g
1182,Metformin XR,,,,,
1183,Modafinil,19.19,100.0,mg,191.9,g
1184,Basiliximab,,,,,
1185,Hydromorphone-HP,,,,,
1186,Lacosamide *NF*,,,,,
1187,Vancomycin Antibiotic Lock,,,,,
1188,Potassium Acetate,2.764,,,,
1189,Nicardipine HCl IV,,,,,
1190,Heparin Flush Port (10 units/mL),,,,,
1191,Codeine Phosphate,,,,,
1192,0.9% Sodium Chloride (EXCEL BAG),,,,,
1193,NS (IRRIGATION BOTTLE),,,,,
1194,Azopt,32.534,,,,
1195,Syringe (Intrathecal),,,,,
1196,Caspofungin Acetate,287.881,50.0,mg,5757.619999999999,g
1197,Desonide 0.05% Cream,0.6433333333333333,,,,
1198,Fludarabine Phosphate,,,,,
1199,Pilocarpine 1%,,,,,
1200,Insulin Regular Human (U-500),,,,,
1201,LeVETiracetam Solution,,,,,
1202,Lidocaine 1%/Epinephrine 1:100000,,,,,
1203,Trisodium Citrate 0.4% Replacement Soln,,,,,
1204,Travatan,58.477999999999994,,,,
1205,heparin,1.0024,,,,
1206,Casodex,,,,,
1207,amphotericin B (bulk),,,,,
1208,Coenzyme Q10,0.16466666666666668,30.0,mg,5.48888888888889,g
1209,Neurontin,12.3003,800.0,mg,15.375375,g
1210,LoCholest Light (Cholestyramine),,,,,
1211,Pimecrolimus,4.985,,,,
1212,Temodar,986.17,100.0,mg,9861.699999999999,g
1213,Mobic,10.0117,7.5,mg,1334.8933333333332,g
1214,neutr,0.28559999999999997,,,,
1215,aspir,0.013055555555555555,81.0,mg,0.16117969821673525,g
1216,Carafate,0.5345893719806764,500.0,mg,1.0691787439613527,g
1217,ASA,50.042,100.0,units/ml,0.00050042,units/l
1218,Bicalutamide,108.21466666666667,50.0,mg,2164.2933333333335,g
1219,Hydrocortisone Oint 1%,,,,,
1220,isos,0.6428888888888888,37.5,mg,17.143703703703704,g
1221,Minoxidil,0.1305,10.0,mg,13.05,g
1222,Orabase w/ Benzocaine Paste,,,,,
1223,Theophylline (Slo-bid) Capsule,,,,,
1224,Syringe (Intraventricular),,,,,
1225,beclomethasone dipropionate,,,,,
1226,Bisacodyl (Rectal),,,,,
1227,*NF* Caspofungin Acetate,,,,,
1228,Candida Albicans,,,,,
1229,Sodium Citrate,,,,,
1230,Lamivudine-Zidovudine (Combivir),,,,,
1231,Fenofibrate Micronized,,,,,
1232,Fentanyl ,1.1523999999999999,50.0,mcg/ml,23.047999999999995,g/l
1233,gent,20.958333333333332,25.0,mg,838.3333333333333,g
1234,*NF* Imatinib Mesylate,,,,,
1235,levo,2.030666666666667,13.0,mcg,156205.12820512822,g
1236,Pilocarpine 2%,,,,,
1237,Theophylline,0.13389006342494714,80.0,mg,1.6736257928118392,g
1238,diltiazem,0.0495,30.0,mg,1.6500000000000001,g
1239,Tilarginine or Placebo *IND*,,,,,
1240,300 mcg Vial,,,,,
1241,Adderall XR,2.6169,5.0,mg,523.38,g
1242,Aluminum Hydroxide,0.008261904761904762,32.0,mg,0.2581845238095238,g
1243,cilos,0.3393333333333333,100.0,mg,3.393333333333333,g
1244,Aranesp (polysorbate),,,,,
1245,Eucerin,,,,,
1246,Insulin Glargine,6.901999999999999,,,,
1247,MENINGOcoccal Conj Vaccine (Menactra),,,,,
1248,Methylphenidate SR,,,,,
1249,Phenobarbital Sodium,,,,,
1250,Amino Acids 4.25%-Dextrose 5%,,,,,
1251,TRISODIUM CITRATE 4% REPLACEMENT FLUID (Dialysis),,,,,
1252,Normocarb Dialysis Soln,,,,,
1253,Potassium Chl 20 mEq / 1000 mL D5W,,,,,
1254,Dexameth,0.4388,2.0,mg,219.4,g
1255,Tamoxifen Citrate,0.1385,10.0,mg,13.850000000000001,g
1256,Saquinavir (Fortovase),,,,,
1257,sodium b,0.00864,5.0,g,0.001728,g
1258,Niacin sr,,,,,
1259,Lopinavir-Ritonavir,,,,,
1260,Meperidine PF,,,,,
1261,Thiamine Study Drug (*IND*),,,,,
1262,Requip,,,,,
1263,Candesartan Cilexetil,1.2918888888888889,4.0,mg,322.97222222222223,g
1264,Gemtuzumab Ozogamicin,,,,,
1265,Dextromethorphan Poly Complex,,,,,
1266,Citric Acid/Sodium Citrate,,,,,
1267,Acetaminophen w/Codeine Elixir,,,,,
1268,Hydrochloric Acid,,,,,
1269,Mannitol 20 %,,,,,
1270,Teriparatide,979.405,250.0,mcg/ml,3917.62,g/l
1271,Acetic Acid 0.25% Irrig. Soln,,,,,
1272,Analgesic Balm,,,,,
1273,Cromolyn Sodium (Nasal Inhalation),,,,,
1274,Thiotepa,195.01,15.0,mg,13000.666666666666,g
1275,LanTUS,20.704,100.0,unt/ml,0.00020704,unt/l
1276,Ofloxacin,6.284285714285715,,,,
1277,DOCEtaxel (TaxoTERE),,,,,
1278,Cyclopentolate 1%,,,,,
1279,Prednisolone Acetate 0.12% Ophth. Susp.,,,,,
1280,acetylcysteine,17.155,200.0,mg/ml,0.085775,g/l
1281,Xopenex HFA,1.4173333333333333,,,,
1282,Dutasteride,1.0873333333333333,0.5,mg,2174.6666666666665,g
1283,BRINZOLAMIDE (Azopt),,,,,
1284,colesevelam,6.498333333333333,3.75,g,1.732888888888889,g
1285,Letairis 5mg,204.12766666666667,5.0,mg,40825.53333333333,g
1286,Bisoprolol Fumarate,0.1796,5.0,mg,35.92,g
1287,Pramipexole Dihydrochloride,4.3293333333333335,0.375,mg,11544.888888888889,g
1288,candesartan,1.2918888888888889,4.0,mg,322.97222222222223,g
1289,Propoxyphene HCl,,,,,
1290,Hydrocortisone Na Succ,,,,,
1291,Loratadine,0.028333333333333332,10.0,mg,2.833333333333333,g
1292,Midodrine HCl,0.5236999999999999,2.5,mg,209.47999999999996,g
1293,naltrexone,0.9598,50.0,mg,19.195999999999998,g
1294,Interferon Alfa 2A,,,,,
1295,AndroGel,4.951866666666667,,,,
1296,Testosterone 5mg Patch,,,,,
1297,Trifluridine 1% Ophth Soln.,,,,,
1298,Varicella Virus Vaccine,,,,,
1299,Abacavir Oral Solution,,,,,
1300,Alcohol 10%,,,,,
1301,Hydrocortisone Acetate Suppository,,,,,
1302,Bacitracin,31.473333333333333,500.0,unt/g,0.06294666666666666,unt/g
1303,Cromolyn Sodium,,,,,
1304,Docusa,1.7803333333333333,283.0,mg,6.290930506478209,g
1305,fenofibrate,0.37020000000000003,160.0,mg,2.31375,g
1306,Moxifloxacin,7.163333333333333,,,,
1307,Oxycodone Liquid,,,,,
1308,Ranitidine Hcl,,,,,
1309,Tobramycin 0.3% Ophth Ointment,,,,,
1310,Acetaminophen (Rectal),,,,,
1311,leva,1.718,1.25,mg,1374.3999999999999,g
1312,Remeron SolTab,4.581333333333333,45.0,mg,101.80740740740741,g
1313,0.45 % Sodium Chloride,,,,,
1314,aspi,0.013055555555555555,81.0,mg,0.16117969821673525,g
1315,clo,0.01629,0.1,mg,162.89999999999998,g
1316,Phentolamine Mesylate,330.67,5.0,mg,66134.0,g
1317,Piroxicam,0.396,10.0,mg,39.6,g
1318,Aminocaproic Acid,1.6395338983050847,250.0,mg/ml,0.006558135593220339,g/l
1319,Atazanavir,4.902666666666667,150.0,mg,32.684444444444445,g
1320,Valacyclovir,0.8,500.0,mg,1.6,g
1321,Albumin 5,,,,,
1322,Atorvastatin Study Drug,,,,,
1323,Vitamin A,0.005,50000.0,unt/ml,1e-10,unt/l
1324,Myfortic,4.789833333333333,180.0,mg,26.610185185185184,g
1325,Dexamethasone Sod Phosphate,,,,,
1326,Nelfinavir Mesylate,,,,,
1327,Dopamine Hcl,2.6468000000000003,40.0,mg/ml,0.06617,g/l
1328,PENTObarbital Sodium,,,,,
1329,Milrinone Lactate,4.186,1.0,mg/ml,4.186,g/l
1330,Syringe (PCA),,,,,
1331,Syringe (SW),,,,,
1332,Ketamin,15.755,10.0,mg/ml,1.5755000000000001,g/l
1333,D5 1/4NS,,,,,
1334,CVVH CITRATED,,,,,
1335,Prilosec,12.087333333333333,10.0,mg,1208.7333333333333,g
1336,Morphine Sulfate ,,,,,
1337,Selenium Sulfide,0.03325,,,,
1338,Efavirenz,7.638333333333334,600.0,mg,12.730555555555556,g
1339,Ethambutol HCl,1.2024,400.0,mg,3.006,g
1340,Naphazoline-Pheniramine Ophth. Solution,,,,,
1341,Ciprofloxacin Ophth Soln,,,,,
1342,D25W,,,,,
1343,Ethanol 70% Catheter DWELL,,,,,
1344,Neomycin/Polymyxin B Sulfate,,,,,
1345,Triamcinolone Acetonide 0.1% Ointment,,,,,
1346,Fluorouracil,42.32533333333333,,,,
1347,Maalox,,,,,
1348,Aygestin,,,,,
1349,BIMATOPROST (Lumigan),,,,,
1350,Pulmicort Flexhaler,246.77,180.0,mcg,1370944.4444444447,g
1351,ATRIPLA,64.65866666666666,600.0,mg,107.76444444444444,g
1352,Transplant Self Medication Program,,,,,
1353,Viokase 8,,,,,
1354,Arimidex,,,,,
1355,Triamterene,3.8894,50.0,mg,77.788,g
1356,galantamine,,,,,
1357,rosuvastatin,0.10733333333333334,5.0,mg,21.466666666666665,g
1358,Alteplase 1mg/Flush Volume ( Dialysis/Pheresis Catheters ),,,,,
1359,atorvastatin,2.445333333333333,2.5,mg,978.1333333333332,g
1360,Dicyclomine,0.19467230443974629,10.0,mg,19.46723044397463,g
1361,Econopred Plus,,,,,
1362,Febuxostat,4.794,40.0,mg,119.85,g
1363,Fenofibrate,0.37020000000000003,160.0,mg,2.31375,g
1364,Isosorbide,0.6428888888888888,37.5,mg,17.143703703703704,g
1365,Isosorbide ER,,,,,
1366,Nystatin-Triamcinolone Cream,,,,,
1367,Benicar,4.6033333333333335,5.0,mg,920.6666666666666,g
1368,*NF* Rofecoxib,,,,,
1369,zafirlukast,0.978,10.0,mg,97.8,g
1370,Coenzyme Q10 Study Drug,,,,,
1371,Danazol,2.2697,50.0,mg,45.39399999999999,g
1372,Metamucil Smooth Texture,,,,,
1373,Pilocarpine 0.5%,,,,,
1374,Tenecteplase,,,,,
1375,Papain-Urea Spray,,,,,
1376,Buprenorphine-Naloxone (8mg-2mg),,,,,
1377,Gelclair,,,,,
1378,Methylprednisolone Acetate,,,,,
1379,Factor IX Complex,,,,,
1380,Fluocinolone Acetonide 0.01% Cream,1.0493333333333335,,,,
1381,Anzemet,22.128999999999998,50.0,mg,442.5799999999999,g
1382,Niac,0.016980000000000002,500.0,g,3.396000000000001e-05,g
1383,Bupivacaine 0.05%,,,,,
1384,Donnatol,,,,,
1385,Dipyridamole,0.159,25.0,mg,6.359999999999999,g
1386,Monopril,,,,,
1387,sodium bic,0.00864,5.0,g,0.001728,g
1388,Tetracycline HCl,0.6131,250.0,mg,2.4524,g
1389,Methylprednisolone,0.6652380952380953,4.0,mg,166.30952380952382,g
1390,benazepril,0.0471,10.0,mg,4.71,g
1391,Clorazepate Dipotassium,2.1205000000000003,15.0,mg,141.3666666666667,g
1392,NEO*IV*Gentamicin,,,,,
1393,METOPROLOL,0.1379,25.0,mg,5.515999999999999,g
1394,CISplatin,0.1386,1.0,mg/ml,0.1386,g/l
1395,Metronidazole 0.75%,0.15085714285714286,,,,
1396,Nalbuphine HCl,,,,,
1397,PROPOFOL (*GENERIC*),,,,,
1398,Glucosamine Chondroitin MaxStr,,,,,
1399,Estradiol Transdermal (Vivelle-DOT),,,,,
1400,Nevanac,65.01666666666667,,,,
1401,Acetic Acid,1.5073333333333332,,,,
1402,Zetia,12.122666666666667,10.0,mg,1212.2666666666667,g
1403,Docusate Sodium-Casanthranol,,,,,
1404,cinacalcet,1.2,30.0,mg,40.0,g
1405,Fosinopril,0.24712,10.0,mg,24.712,g
1406,Isoproterenol HCl,39.758,0.2,mg/ml,198.79,g/l
1407,Neomycin-Polymyxin-Dexameth Ophth. Oint,,,,,
1408,Multiple Vitamins Liq.,,,,,
1409,Multivitamin-12,,,,,
1410,Diovan,9.125,80.0,mg,114.0625,g
1411,Amantadine,0.5682999999999999,100.0,mg,5.682999999999999,g
1412,BuPROPio,0.1385,150.0,mg,0.9233333333333335,g
1413,cabergoline,1.98,0.5,mg,3960.0,g
1414,Cangrelor Study Drug (*IND*),,,,,
1415,Entecavir,,,,,
1416,Copaxone,226.40866666666668,20.0,mg,11320.433333333334,g
1417,Misoprostol,0.20133333333333334,100.0,mcg,2013.3333333333335,g
1418,Procardia XL,6.5088,30.0,mg,216.96,g
1419,Ondansetron HCl,3.9483333333333333,4.0,mg,987.0833333333333,g
1420,Januvia,15.5254,50.0,mg,310.508,g
1421,Carbamazepine Suspension,,,,,
1422,GELCLAIR,,,,,
1423,Imatinib Oral Suspension,,,,,
1424,lanso,0.24714285714285714,15.0,mg,16.476190476190478,g
1425,Tobramycin Inhalation Soln,,,,,
1426,Desferal,33.4925,500.0,mg,66.985,g
1427,Epine,49.24,1.0,mg/ml,49.24,g/l
1428,fluconazole,1.8996666666666668,50.0,mg,37.99333333333333,g
1429,Depakote,3.2702,250.0,mg,13.0808,g
1430,imatinib,305.1766666666667,400.0,mg,762.9416666666666,g
1431,metoLAZOne,0.2873,2.5,mg,114.92,g
1432,Calcium Carbonate (Tums),,,,,
1433,Gastrocrom,7.565729166666666,100.0,mg,75.65729166666667,g
1434,SODIUM BICA,0.00864,5.0,g,0.001728,g
1435,Albumin ,,,,,
1436,Heparin Lock Flush,,,,,
1437,Potassium ,61.5,,,,
1438,Nicot,0.1050909090909091,4.0,mg,26.272727272727273,g
1439,Sorbitol,0.094,25.0,g,0.00376,g
1440,Ondansetron Hcl,3.9483333333333333,4.0,mg,987.0833333333333,g
1441,D20W,40.16,,,,
1442,D30W,,,,,
1443,Meperi,0.14346,50.0,mg,2.8691999999999998,g
1444,Sterile Water For Irrigation,3.2399999999999998,,,,
1445,Solution,0.0145,,,,
1446,Epinephrine ,49.24,1.0,mg/ml,49.24,g/l
1447,Anusol Ointment 1%,,,,,
1448,Mupirocin Ointment 2%,,,,,
1449,VinCRIStine,,,,,
1450,Levobunolol 0.25%,,,,,
1451,Cidofovir,123.61800000000001,75.0,mg/ml,1.6482400000000001,g/l
1452,Levobunolol 0.5%,,,,,
1453,ACETAMINOPHEN (RECTAL),,,,,
1454,Flovent 110mcg,20.079166666666666,110.0,mcg,182537.87878787878,g
1455,HUMALOG INSULIN,30.294,,,,
1456,Tyvaso 1.74mg/2.9 ml,,,,,
1457,Rasagiline,2.314,0.5,mg,4628.0,g
1458,Unoprostone Isopropyl,,,,,
1459,Saliva Substitute,,,,,
1460,Tetanus-Diphtheria Tox (DECAVAC),,,,,
1461,Indapamide,0.13970000000000002,1.25,mg,111.76000000000002,g
1462,Adefovir Dipivoxil,,,,,
1463,atomoxetine,1.5846666666666667,10.0,mg,158.46666666666667,g
1464,Cetirizine,0.03766666666666666,10.0,mg,3.766666666666666,g
1465,Hydrocortisone Enema,,,,,
1466,Lubiprostone,0.6435,8.0,mcg,80437.5,g
1467,Aliskiren,3.777333333333333,150.0,mg,25.182222222222222,g
1468,Asparaginase,,,,,
1469,Cortrosyn,20.101,0.25,mg,80404.0,g
1470,Phenytoin ,4.1530000000000005,100.0,mg,41.53,g
1471,Glucose Tab,,,,,
1472,Lactic Acid 12% Lotion,,,,,
1473,Pramipexole,4.3293333333333335,0.375,mg,11544.888888888889,g
1474,Primaquine Phosphate,,,,,
1475,Acetami,4.264583333333333,10.0,mg/ml,0.42645833333333333,g/l
1476,Docus,1.7803333333333333,283.0,mg,6.290930506478209,g
1477,Megestr,2.5772666666666666,625.0,mg,4.1236266666666666,g
1478,rocuronium,2.6,10.0,mg/ml,0.26,g/l
1479,TRAVATAN Z,58.477999999999994,,,,
1480,Diclofenac Sodium DR,,,,,
1481,Pancrease MT 16,,,,,
1482,Pangestyme-EC,,,,,
1483,Pyrazinamide,3.5753,500.0,mg,7.1506,g
1484,nia,1.5582222222222224,,,,
1485,Ketamine (For Intubation),,,,,
1486,triaz,0.6047,0.125,mg,4837.6,g
1487,Methylprednisolone ACETATE,,,,,
1488,Systane,0.588,,,,
1489,Alum-Mag Hydroxide-Simethicone,,,,,
1490,Santyl,8.372,250.0,unt/g,0.033488,unt/g
1491,Carbamide Peroxide 6.5%,0.08466666666666667,,,,
1492,Infliximab,472.61,100.0,mg,4726.099999999999,g
1493,Fluocinolone Acetonide 0.025% Cream,1.5866666666666667,,,,
1494,Albuterol Sulfate-Ipratropium,,,,,
1495,Levalbuterol (Xopenex),,,,,
1496,Flora-Q,,,,,
1497,Letairis (Ambrisentan),,,,,
1498,Omnipred,,,,,
1499,Estazolam,1.1824,1.0,mg,1182.3999999999999,g
1500,neutra,0.28559999999999997,,,,
1501,250 mL Bottle,,,,,
1502,Ziprasidone Hydrochloride,,,,,
1503,MULTI,518.63,300.0,iu,1.7287666666666666,iu
1504,Multivitam,0.035666666666666666,,,,
1505,Pergolide Mesylate,,,,,
1506,Primidone,0.2895,250.0,mg,1.158,g
1507,Risedronate,20.51,150.0,mg,136.73333333333335,g
1508,Risperidone (Disintegrating Tablet),,,,,
1509,Acebutolol,0.5587,200.0,mg,2.7935,g
1510,Belladonna & Opium (16.2/30mg),,,,,
1511,Bupropion (Sustained Release),,,,,
1512,Co-syntropin,,,,,
1513,D5W (Excel),,,,,
1514,sodium bicarb,0.00864,5.0,g,0.001728,g
1515,Sulfinpyrazone,,,,,
1516,Astelin,,,,,
1517,Megestrol ,2.5772666666666666,625.0,mg,4.1236266666666666,g
1518,Procainamide SR,,,,,
1519,Sulfasalazine,0.1659,500.0,mg,0.3318,g
1520,Aggrastat,3.6853333333333333,250.0,mcg/ml,14.741333333333333,g/l
1521,PARCOPA,,,,,
1522,Adcirca,68.45233333333334,20.0,mg,3422.6166666666672,g
1523,as,0.9726666666666667,,,,
1524,Benazepril,0.0471,10.0,mg,4.71,g
1525,Cymbalta,7.832166666666667,20.0,mg,391.60833333333335,g
1526,Olmesartan,0.20977777777777776,10.0,mg,20.977777777777774,g
1527,Acamprosate,,,,,
1528,Fosamprenavir,12.070500000000001,700.0,mg,17.24357142857143,g
1529,GlipiZ,2.294,5.0,mg,458.8,g
1530,valproic,0.1522,250.0,mg,0.6088,g
1531,SulfaSALAzine EC,,,,,
1532,Cyclosporine (Sandimmune),,,,,
1533,Pentamidine Isethionate,166.04,300.0,mg,553.4666666666667,g
1534,Iron Dextran Complex,,,,,
1535,oxyCODONE,0.027739999999999997,5.0,mg,5.547999999999999,g
1536,epinephrine,49.24,1.0,mg/ml,49.24,g/l
1537,Triamcinolone Acetonide 0.025% Ointment,,,,,
1538,CycloSPORINE Modified (Neoral),,,,,
1539,Morphine ,0.4413,15.0,mg,29.42,g
1540,Naphazoline 0.1% Ophth,,,,,
1541,Afrin Sinus,,,,,
1542,Humulin-R Insulin (U-500),,,,,
1543,mupirocin,0.35045454545454546,,,,
1544,alfuzosin,1.9724166666666667,10.0,mg,197.24166666666667,g
1545,ASPIRIN,0.013055555555555555,81.0,mg,0.16117969821673525,g
1546,Botox,624.44,,,,
1547,Dexam,0.4388,2.0,mg,219.4,g
1548,Altace,5.306900000000001,1.25,mg,4245.52,g
1549,Povidone Iodine 1/8 Strength,,,,,
1550,Zyrtec,,,,,
1551,DimenhyDRINATE,8.56,50.0,mg/ml,0.17120000000000002,g/l
1552,LEXIPRO,,,,,
1553,glyco,0.53,,,,
1554,Atrovent HFA,38.00083333333333,,,,
1555,Meclizine HCl,0.0163,12.5,mg,1.3039999999999998,g
1556,Milk Of Magnesia,0.005083333333333333,,,,
1557,multi,518.63,300.0,iu,1.7287666666666666,iu
1558,Rilutek,48.1825,50.0,mg,963.6499999999999,g
1559,Tetanus Toxoid Adsorbed,,,,,
1560,Phenobarbital-Belladonna Alk,,,,,
1561,Ketoconazole Shampoo,,,,,
1562,xalatan,71.63,,,,
1563,lidocaine,2.7,,,,
1564,Valtrex,21.668666666666663,1.0,g,21.668666666666663,g
1565,PrismaSol  (B32 K0),,,,,
1566,Solifenacin,0.5233333333333333,5.0,mg,104.66666666666666,g
1567,Meloxicam,23.974666666666668,5.0,mg,4794.933333333333,g
1568,Meperidine (PF),,,,,
1569,Metoprolol ,0.1379,25.0,mg,5.515999999999999,g
1570,VALP,0.1522,250.0,mg,0.6088,g
1571,Sulfacetamide 10% Ophth Soln.,,,,,
1572,propo,1.3096,10.0,mg/ml,0.13096000000000002,g/l
1573,JanUVIA,15.5254,50.0,mg,310.508,g
1574,Chloral Hydrate,,,,,
1575,Aspirin (Rectal),,,,,
1576,HydrALAZINE,0.845,10.0,mg,84.5,g
1577,Salmon Oil-1000,,,,,
1578,Rozerem,12.4833,8.0,mg,1560.4125,g
1579,Colazal,2.570392857142857,750.0,mg,3.4271904761904763,g
1580,GLIMEPIRIDE (AMARYL),,,,,
1581,Mesna,0.318,100.0,mg/ml,0.00318,g/l
1582,Dexametha,0.4388,2.0,mg,219.4,g
1583,Reminyl,,,,,
1584,Proprano,0.16010000000000002,10.0,mg,16.01,g
1585,Chlorpromazine,0.5318999999999999,10.0,mg,53.18999999999999,g
1586,Dermagran Ointment,,,,,
1587,Carbamazepine Chewable Tabs,,,,,
1588,Insulin Human 70/30,,,,,
1589,Insulin ,30.294,,,,
1590,Fluocinonide 0.05% Cream,0.604,,,,
1591,Bacitracin ,31.473333333333333,500.0,unt/g,0.06294666666666666,unt/g
1592,Sodium Chloride 0.9%,7.770999999999999,,,,
1593,Methenamine Hippurate,0.3072,1.0,g,0.3072,g
1594,Capt,0.2916666666666667,50.0,mg,5.833333333333333,g
1595,Lipitor,6.722555555555555,10.0,mg,672.2555555555555,g
1596,eryth,11.745333333333333,400.0,mg,29.36333333333333,g
1597,olmesartan,0.20977777777777776,10.0,mg,20.977777777777774,g
1598,DAUNOrubicin,,,,,
1599,glatiramer,89.43833333333333,40.0,mg/ml,2.2359583333333335,g/l
1600,Sulfasalazine EC,,,,,
1601,Volumen (Barium Sulfate 0.1% Suspension),,,,,
1602,*NF* Sunitinib,,,,,
1603,ProAir HFA,8.535,,,,
1604,MORPHINE,0.4413,15.0,mg,29.42,g
